Item ID,Category,Item Name,Current Quantity,Min Quantity,Reorder Trigger,Reorder Quantity,Subcategory,Unit,Supplier,Unit Cost,Total Value,Location,Last Ordered,Last Count Date,Product Number,Order Number,Last Order Quantity,Package Size,Is Sharpenable,Is Consumable,Status,Notes,Unit Weight (g),Pieces per 100g,Reorder URL,Specifications
TCS-FAST-SCREW-04,Fasteners,"Plain Wood Screw, Flat Head, Quadrex Drive (1-1/2"" #6)",1.0,1,1,2,Screws,Box,Richelieu,$45.00,$0.00,Wall Bin D4,03/26/2025,MM/DD/YYYY,FQCP84PR,N706535,,1200,No,Yes,,"Product #FQCP84PR, Flat head with Quadrex drive, Coarse thread, Box of 1200, Order #N706535",3.2,31,https://www.richelieu.com/us/en/search?text=FQCP84PR,"{""screw_size"": 6, ""length"": {""value"": 1.5, ""unit"": ""inches""}, ""drive_type"": ""Quadrex"", ""head_type"": ""Flat head"", ""thread_type"": ""Coarse"", ""point_type"": ""Regular wood point"", ""material"": ""Steel"", ""finish"": ""Plain"", ""box_quantity"": 1200, ""unit_weight"": {""value"": 3.2, ""unit"": ""grams""}, ""bulk_counting"": {""pieces_per_100_grams"": 31, ""recommended_scale_accuracy"": ""0.1 grams""}}"
TCS-HW-HINGE-01,Hardware,CLIP top BLUMOTION Hinge for Blind Corners,0.0,10,20,40,Hinges,Each,Richelieu/Blum,$8.25,$0.00,Wall Bin A1,03/26/2025,MM/DD/YYYY,79B959180,N706532,38,,No,Yes,,"Product #79B959180, 110° opening angle with integrated soft-close, Order #N706532 (38 units)",85,,https://www.richelieu.com/us/en/category/hinges-slides-and-opening-systems/hinges-and-accessories/european-style-hinges/blum-hinges/clip-top-blumotion/clip-top-blumotion-hinge-for-blind-corners/1052069/sku-79B959180,"{""product_number"": ""79B959180"", ""name"": ""CLIP top BLUMOTION Hinge for Blind Corners"", ""supplier"": ""Richelieu/Blum"", ""mounting"": ""screw-on"", ""load_capacity"": null, ""material"": {""base"": ""Steel"", ""finish"": ""Nickel plated""}, ""soft_close"": {""enabled"": true, ""type"": ""Integrated BLUMOTION"", ""deactivatable"": true}, ""dimensions"": {""cup_diameter"": 35, ""cup_depth"": 13, ""unit"": ""mm""}, ""compatibility"": {""cabinet_type"": [""frameless""], ""door_thickness"": {""min"": 16, ""max"": 28, ""unit"": ""mm""}}, ""opening_angle"": 95, ""durability_cycles"": 200000, ""unit_weight"": {""value"": 85, ""unit"": ""grams""}, ""reorder_url"": ""https://www.richelieu.com/us/en/category/hinges-slides-and-opening-systems/hinges-and-accessories/european-style-hinges/blum-hinges/clip-top-blumotion/clip-top-blumotion-hinge-for-blind-corners/1052069/sku-79B959180""}"
TCS-HW-HINGE-02,Hardware,Blum 1/2 Overlay Hinges (Thick),250.0,20,10,50,Hinges,Each,Richelieu/Blum,$7.80,$0.00,Wall Bin A2,01/10/2025,MM/DD/YYYY,71B969180,N032778,50,,No,Yes,,"Product #71B969180, For doors up to 1-3/8"" thick, 110° opening angle, Order #N032778 (50 units, $389.79)",82,,https://www.richelieu.com/us/en/search?text=71B969180,"{""product_number"": ""71B969180"", ""name"": ""Blum 1/2 Overlay Hinges (Thick)"", ""supplier"": ""Richelieu/Blum"", ""mounting"": ""screw-on"", ""load_capacity"": null, ""material"": {""base"": ""Steel"", ""finish"": ""Nickel""}, ""soft_close"": {""enabled"": true, ""type"": ""BLUMOTION"", ""deactivatable"": true}, ""dimensions"": {""cup_diameter"": 35, ""cup_depth"": 13, ""unit"": ""mm""}, ""compatibility"": {""cabinet_type"": [""frameless""], ""door_thickness"": {""min"": 16, ""max"": 30, ""unit"": ""mm""}}, ""opening_angle"": 95, ""durability_cycles"": 200000, ""unit_weight"": {""value"": 82, ""unit"": ""grams""}, ""reorder_url"": ""https://www.richelieu.com/us/en/search?text=71B969180""}"
TCS-HW-HINGE-03,Hardware,Blum Full Overlay Hinges (Thick),38.0,20,1,2,Hinges,Box,Richelieu/Blum,$0.00,$0.00,Wall Bin A3,MM/DD/YYYY,MM/DD/YYYY,71B9550,,,,No,Yes,,~75-100 per box,80,,,"{""product_number"": ""71B9550"", ""name"": ""Blum Full Overlay Hinges (Thick)"", ""supplier"": ""Richelieu/Blum"", ""mounting"": ""screw-on"", ""load_capacity"": null, ""material"": {""base"": ""Steel"", ""finish"": ""Nickel""}, ""soft_close"": {""enabled"": true, ""type"": ""BLUMOTION"", ""deactivatable"": true}, ""dimensions"": {""cup_diameter"": 35, ""cup_depth"": 13, ""unit"": ""mm""}, ""compatibility"": {""cabinet_type"": [""frameless""], ""door_thickness"": {""min"": 24, ""max"": 32, ""unit"": ""mm""}}, ""opening_angle"": 95, ""durability_cycles"": 200000, ""unit_weight"": {""value"": 80, ""unit"": ""grams""}}"
TCS-HW-LEMANS-01,Hardware,LeMans II System without Soft-Close Mechanism,0.0,0,1,1,Storage Systems,Box,Richelieu,$350.00,$0.00,Storage Area,03/26/2025,MM/DD/YYYY,6933140150,N706532,,,No,Yes,,"Product #6933140150, Corner cabinet pull-out system for blind corners, Order #N706532",,,https://www.richelieu.com/us/en/search?text=6933140150,"{""product_number"": ""6933140150"", ""name"": ""LeMans II System without Soft-Close Mechanism"", ""supplier"": ""Richelieu"", ""mounting"": ""side-mount"", ""load_capacity"": {""value"": 55, ""unit"": ""lbs""}, ""material"": {""base"": ""Steel/Melamine"", ""finish"": ""Chrome/White""}, ""soft_close"": {""enabled"": false, ""type"": null, ""deactivatable"": false}, ""dimensions"": {""length"": null, ""width"": null, ""height"": 21.5, ""unit"": ""inches""}, ""compatibility"": {""cabinet_type"": [""frameless"", ""face-frame""], ""door_thickness"": {""min"": null, ""max"": null, ""unit"": null}}, ""opening_angle"": 85, ""durability_cycles"": null, ""cabinet_opening_range"": {""min"": 17.75, ""max"": 21}, ""tray_size"": 18, ""reorder_url"": ""https://www.richelieu.com/us/en/search?text=6933140150""}"
TCS-HW-PADDLE-01,Hardware,Drawer Paddles (Left),10.0,24,10,15,Drawer Slides,Each,Richelieu,$0.00,$0.00,Wall Bin B1,MM/DD/YYYY,MM/DD/YYYY,,,,,No,,,,45,,,"{""orientation"": ""Left-hand"", ""compatibility"": ""Drawer slide systems"", ""material"": ""Plastic/Metal composite"", ""color"": ""Neutral"", ""installation"": ""Clip-on or screw-mount"", ""durability"": ""High-impact resistant"", ""unit_weight"": {""value"": 45, ""unit"": ""grams""}}"
TCS-HW-PADDLE-02,Hardware,Drawer Paddles (Right),10.0,24,10,15,Drawer Slides,Each,Richelieu,$0.00,$0.00,Wall Bin B2,MM/DD/YYYY,MM/DD/YYYY,,,,,No,,,,45,,,"{""orientation"": ""Right-hand"", ""compatibility"": ""Drawer slide systems"", ""material"": ""Plastic/Metal composite"", ""color"": ""Neutral"", ""installation"": ""Clip-on or screw-mount"", ""durability"": ""High-impact resistant"", ""unit_weight"": {""value"": 45, ""unit"": ""grams""}}"
TCS-HW-PLATE-01,Hardware,Inserta Plates,304.0,50,1,2,Clips,Box,Richelieu/Blum,$0.00,$0.00,Wall Bin A4,MM/DD/YYYY,MM/DD/YYYY,174E710180,,,,No,,,,12,,https://www.richelieu.com/us/en/search?text=174E710180,"{""product_number"": ""174E710180"", ""name"": ""Inserta Plates"", ""supplier"": ""Richelieu/Blum"", ""mounting"": ""dowel"", ""load_capacity"": null, ""material"": {""base"": ""Steel"", ""finish"": ""Nickel plated""}, ""soft_close"": {""enabled"": false, ""type"": null, ""deactivatable"": false}, ""dimensions"": {""height"": 0, ""bore_diameter"": 5, ""bore_depth"": 11.5, ""unit"": ""mm""}, ""compatibility"": {""cabinet_type"": [""frameless""], ""door_thickness"": {""min"": null, ""max"": null, ""unit"": null}}, ""opening_angle"": null, ""durability_cycles"": null, ""unit_weight"": {""value"": 12, ""unit"": ""grams""}, ""reorder_url"": ""https://www.richelieu.com/us/en/search?text=174E710180""}"
TCS-HW-SLIDE-01,Hardware,21 inch Drawer Slides,0.0,6,3,5,Drawer Slides,Pair,Richelieu,$0.00,$0.00,Drawer Slide Area,MM/DD/YYYY,MM/DD/YYYY,T815533,,,,No,Yes,,Order +15% per job,680,,,"{""product_number"": ""T815533"", ""name"": ""21 inch Drawer Slides"", ""supplier"": ""Richelieu"", ""mounting"": ""undermount"", ""load_capacity"": {""value"": 80, ""unit"": ""lbs""}, ""material"": {""base"": ""Steel"", ""finish"": ""Zinc""}, ""soft_close"": {""enabled"": true, ""type"": ""Damping"", ""deactivatable"": false}, ""dimensions"": {""length"": 533, ""width"": null, ""height"": null, ""unit"": ""mm""}, ""compatibility"": {""cabinet_type"": [""frameless"", ""face-frame""], ""door_thickness"": {""min"": null, ""max"": null, ""unit"": null}}, ""opening_angle"": null, ""durability_cycles"": null, ""unit_weight"": {""value"": 680, ""unit"": ""grams""}}"
TCS-HW-SLIDE-02,Hardware,18 inch Drawer Slides,0.0,6,3,5,Drawer Slides,Pair,Richelieu,$0.00,$0.00,Drawer Slide Area,MM/DD/YYYY,MM/DD/YYYY,T815457,,,,No,Yes,,Order +15% per job,590,,,"{""product_number"": ""T815457"", ""name"": ""18 inch Drawer Slides"", ""supplier"": ""Richelieu"", ""mounting"": ""undermount"", ""load_capacity"": {""value"": 80, ""unit"": ""lbs""}, ""material"": {""base"": ""Steel"", ""finish"": ""Zinc""}, ""soft_close"": {""enabled"": true, ""type"": ""Damping"", ""deactivatable"": false}, ""dimensions"": {""length"": 457, ""width"": null, ""height"": null, ""unit"": ""mm""}, ""compatibility"": {""cabinet_type"": [""frameless"", ""face-frame""], ""door_thickness"": {""min"": null, ""max"": null, ""unit"": null}}, ""opening_angle"": null, ""durability_cycles"": null, ""unit_weight"": {""value"": 590, ""unit"": ""grams""}}"
TCS-HW-SLIDE-03,Hardware,15 inch Drawer Slides,0.0,6,3,5,Drawer Slides,Pair,Richelieu,$0.00,$0.00,Drawer Slide Area,MM/DD/YYYY,MM/DD/YYYY,T815380,,,,No,Yes,,Order +15% per job,500,,,"{""product_number"": ""T815380"", ""name"": ""15 inch Drawer Slides"", ""supplier"": ""Richelieu"", ""mounting"": ""undermount"", ""load_capacity"": {""value"": 80, ""unit"": ""lbs""}, ""material"": {""base"": ""Steel"", ""finish"": ""Zinc""}, ""soft_close"": {""enabled"": true, ""type"": ""Damping"", ""deactivatable"": false}, ""dimensions"": {""length"": 380, ""width"": null, ""height"": null, ""unit"": ""mm""}, ""compatibility"": {""cabinet_type"": [""frameless"", ""face-frame""], ""door_thickness"": {""min"": null, ""max"": null, ""unit"": null}}, ""opening_angle"": null, ""durability_cycles"": null, ""unit_weight"": {""value"": 500, ""unit"": ""grams""}}"
TCS-HW-SLIDE-04,Hardware,12 inch Drawer Slides,0.0,6,3,5,Drawer Slides,Pair,Richelieu,$0.00,$0.00,Drawer Slide Area,MM/DD/YYYY,MM/DD/YYYY,T815304,,,,No,Yes,,Order +15% per job,410,,,"{""product_number"": ""T815304"", ""name"": ""12 inch Drawer Slides"", ""supplier"": ""Richelieu"", ""mounting"": ""undermount"", ""load_capacity"": {""value"": 80, ""unit"": ""lbs""}, ""material"": {""base"": ""Steel"", ""finish"": ""Zinc""}, ""soft_close"": {""enabled"": true, ""type"": ""Damping"", ""deactivatable"": false}, ""dimensions"": {""length"": 304, ""width"": null, ""height"": null, ""unit"": ""mm""}, ""compatibility"": {""cabinet_type"": [""frameless"", ""face-frame""], ""door_thickness"": {""min"": null, ""max"": null, ""unit"": null}}, ""opening_angle"": null, ""durability_cycles"": null, ""unit_weight"": {""value"": 410, ""unit"": ""grams""}}"
TCS-HW-TRASH-01,Hardware,35 qt Soft-close Trash Pull Out,0.0,0,1,2,Storage Systems,Each,Rev-A-Shelf,$125.00,$0.00,Storage Area,03/26/2025,MM/DD/YYYY,RV-18KD-18C,N706532,,,No,Yes,,"Product #4WCSC1535DM191, 15"" width, 35-quart capacity, Order #N706532",,,https://www.richelieu.com/us/en/search?text=4WCSC1535DM191,"{""product_number"": ""RV-18KD-18C"", ""name"": ""35 qt Soft-close Trash Pull Out"", ""supplier"": ""Rev-A-Shelf"", ""mounting"": ""floor-mount"", ""load_capacity"": {""value"": 150, ""unit"": ""lbs""}, ""material"": {""base"": ""Chrome wire"", ""finish"": ""Chrome""}, ""soft_close"": {""enabled"": true, ""type"": ""Full extension soft-close slides"", ""deactivatable"": false}, ""dimensions"": {""length"": 22, ""width"": 14.25, ""height"": 19.25, ""unit"": ""inches""}, ""compatibility"": {""cabinet_type"": [""frameless"", ""face-frame""], ""door_thickness"": {""min"": null, ""max"": null, ""unit"": null}}, ""opening_angle"": null, ""durability_cycles"": null, ""trash_capacity"": 35, ""trash_capacity_unit"": ""quart"", ""minimum_cabinet_opening"": 15, ""reorder_url"": ""https://www.richelieu.com/us/en/search?text=4WCSC1535DM191""}"
TCS-HW-TRASH-02,Hardware,Rev-A-Shelf Soft-Close Recycling Center,0.0,0,1,2,Storage Systems,Each,Richelieu,$145.00,$0.00,Storage Area,03/20/2025,MM/DD/YYYY,4WCTM12BBSCDM1,N649288,,,No,Yes,,"Product #4WCTM12BBSCDM1, Double bin system with soft-close mechanism, Order #N649288",,,https://www.richelieu.com/us/en/search?text=4WCTM12BBSCDM1,"{""type"": ""Double bin system"", ""mechanism"": ""Soft-close"", ""installation"": ""Cabinet mount"", ""compatibility"": ""12\"" minimum cabinet width"", ""bin_capacity"": ""Dual compartment"", ""material"": ""Polymer/Metal construction"", ""finish"": ""White with chrome accents"", ""weight_capacity"": {""per_bin"": 25, ""unit"": ""lbs""}}"
TCS-MAINT-LUB-01,Maintenance,White Lithium Grease,0.0,1,1,2,Lubricants,Tube,Amazon,$0.00,$0.00,Wall Bin L1,MM/DD/YYYY,MM/DD/YYYY,,,,,No,,,,,,,"{""type"": ""Multi-purpose grease"", ""color"": ""White"", ""base"": ""Lithium"", ""temperature_range"": {""min"": -65, ""max"": 300, ""unit"": ""\u00b0F""}, ""application"": [""Bearings"", ""Gears"", ""Moving parts""], ""package"": ""Tube"", ""water_resistant"": true}"
TCS-MAINT-OIL-01,Maintenance,Machine Oil,0.0,1,1,2,Lubricants,Bottle,Amazon,$0.00,$0.00,Wall Bin L2,MM/DD/YYYY,MM/DD/YYYY,,,,,No,,,,,,,"{""type"": ""Machine lubricant"", ""viscosity"": ""Light to medium"", ""application"": [""Machine ways"", ""Spindles"", ""Gears""], ""package"": ""Bottle"", ""rust_preventive"": true}"
TCS-SAND-DISC-01,Sanding,Serious Grit 6-Inch 120 Grit,0,1,2,3,,Each,Serious Grit,$0.00,$0.00,,MM/DD/YYYY,MM/DD/YYYY,,,,,No,Yes,,Added during inventory research - not in original inventory.,,,,"{""product_number"": null, ""name"": ""Serious Grit 6-Inch 120 Grit"", ""supplier"": ""Serious Grit"", ""grit"": 120, ""abrasive_material"": ""Ceramic"", ""backing_material"": ""Polyester film"", ""dimensions"": {""diameter"": 6, ""width"": null, ""length"": null, ""unit"": ""inches""}, ""attachment_type"": ""Hook and loop"", ""hole_pattern"": ""Universal multi-hole"", ""package_quantity"": 50, ""compatible_tools"": [""Random orbital sanders""], ""applications"": [""Wood"", ""Metal"", ""Composite"", ""Paint""], ""wet_dry"": ""Dry""}"
TCS-SAND-DISC-02,Sanding,Serious Grit 6-Inch 120 Grit,1.0,1,1.5,3,Discs,Box,Serious Grit,$37.99,$0.00,Wall Bin H2,12/24/2024,MM/DD/YYYY,,,,,No,Yes,,50 pack - Film-Backed Universal Fit,,,https://www.seriousgrit.com/products/6-inch-120-grit-ceramic-multi-hole-hook-and-loop-sanding-discs,"{""product_number"": null, ""name"": ""Serious Grit 6-Inch 120 Grit"", ""supplier"": ""Serious Grit"", ""grit"": 120, ""abrasive_material"": ""Ceramic"", ""backing_material"": ""Polyester film"", ""dimensions"": {""diameter"": 6, ""width"": null, ""length"": null, ""unit"": ""inches""}, ""attachment_type"": ""Hook and loop"", ""hole_pattern"": ""Universal multi-hole"", ""package_quantity"": 50, ""compatible_tools"": [""Random orbital sanders""], ""applications"": [""Wood"", ""Metal"", ""Composite"", ""Paint""], ""wet_dry"": ""Dry"", ""reorder_url"": ""https://www.seriousgrit.com/products/6-inch-120-grit-ceramic-multi-hole-hook-and-loop-sanding-discs""}"
TCS-SAND-DISC-03,Sanding,Serious Grit 6-Inch 80 Grit,1.5,1,2,3,Discs,Pack,Serious Grit,$0.00,$0.00,Wall Bin H3,MM/DD/YYYY,MM/DD/YYYY,,,,,No,,,,,,https://www.seriousgrit.com/products/6-inch-80-grit-ceramic-multi-hole-hook-and-loop-sanding-discs,"{""product_number"": null, ""name"": ""Serious Grit 6-Inch 80 Grit"", ""supplier"": ""Serious Grit"", ""grit"": 80, ""abrasive_material"": ""Ceramic"", ""backing_material"": ""Polyester film"", ""dimensions"": {""diameter"": 6, ""width"": null, ""length"": null, ""unit"": ""inches""}, ""attachment_type"": ""Hook and loop"", ""hole_pattern"": ""Universal multi-hole"", ""package_quantity"": 50, ""compatible_tools"": [""Random orbital sanders""], ""applications"": [""Wood"", ""Metal"", ""Composite"", ""Paint""], ""wet_dry"": ""Dry"", ""reorder_url"": ""https://www.seriousgrit.com/products/6-inch-80-grit-ceramic-multi-hole-hook-and-loop-sanding-discs""}"
TCS-SAND-GRIT-01,Sanding,"6"" 100 Grit Sandpaper",0.0,1,2,3,Various,Pack,Richelieu,$0.00,$0.00,Wall Bin I2,MM/DD/YYYY,MM/DD/YYYY,,,,,No,,,,,,,"{""diameter"": {""value"": 6, ""unit"": ""inches""}, ""grit"": 100, ""backing"": ""Paper"", ""attachment"": ""Hook and loop"", ""holes"": ""Multi-hole pattern"", ""material"": ""Aluminum oxide"", ""application"": [""Random orbital sanders"", ""Disc sanders""]}"
TCS-SAND-GRIT-02,Sanding,"6"" 150 Grit Sandpaper",0.0,1,2,3,Various,Pack,Richelieu,$0.00,$0.00,Wall Bin I3,MM/DD/YYYY,MM/DD/YYYY,,,,,No,,,,,,,"{""diameter"": {""value"": 6, ""unit"": ""inches""}, ""grit"": 150, ""backing"": ""Paper"", ""attachment"": ""Hook and loop"", ""holes"": ""Multi-hole pattern"", ""material"": ""Aluminum oxide"", ""application"": [""Random orbital sanders"", ""Disc sanders""]}"
TCS-SAND-GRIT-03,Sanding,"6"" 180 Grit Sandpaper",0.0,1,2,3,Various,Pack,Richelieu,$0.00,$0.00,Wall Bin I4,MM/DD/YYYY,MM/DD/YYYY,,,,,No,,,,,,,"{""diameter"": {""value"": 6, ""unit"": ""inches""}, ""grit"": 180, ""backing"": ""Paper"", ""attachment"": ""Hook and loop"", ""holes"": ""Multi-hole pattern"", ""material"": ""Aluminum oxide"", ""application"": [""Random orbital sanders"", ""Disc sanders""]}"
TCS-SAND-GRIT-04,Sanding,"6"" 220 Grit Sandpaper",2.0,1,2,3,Various,Pack,Richelieu,$0.00,$0.00,Wall Bin J1,MM/DD/YYYY,MM/DD/YYYY,,,,,No,,,,,,,"{""diameter"": {""value"": 6, ""unit"": ""inches""}, ""grit"": 220, ""backing"": ""Paper"", ""attachment"": ""Hook and loop"", ""holes"": ""Multi-hole pattern"", ""material"": ""Aluminum oxide"", ""application"": [""Random orbital sanders"", ""Disc sanders""]}"
TCS-SAND-ROLL-01,Sanding,Serious Grit 120 Grit Ceramic Grain PSA Sandpaper Roll,1.5,3,4.5,6,Rolls,Roll,Serious Grit,$29.99,$0.00,Wall Bin I1,03/25/2025,MM/DD/YYYY,,,,,No,Yes,,"2.75"" x 20 Yard Continuous, Reorder every 2-3 weeks",,,https://www.seriousgrit.com/products/120-grit-ceramic-grain-psa-sandpaper-roll,"{""product_number"": null, ""name"": ""Serious Grit 120 Grit Ceramic Grain PSA Sandpaper Roll"", ""supplier"": ""Serious Grit"", ""grit"": 120, ""abrasive_material"": ""Ceramic"", ""backing_material"": ""Paper"", ""dimensions"": {""diameter"": null, ""width"": 2.75, ""length"": 60, ""unit"": ""feet""}, ""attachment_type"": ""PSA"", ""hole_pattern"": null, ""package_quantity"": 1, ""compatible_tools"": [""Hand sanding"", ""Sanding blocks""], ""applications"": [""Wood"", ""Metal"", ""Plastic"", ""Epoxy""], ""wet_dry"": ""Dry"", ""reorder_url"": ""https://www.seriousgrit.com/products/120-grit-ceramic-grain-psa-sandpaper-roll""}"
TCS-SAND-SHEET-01,Sanding,Rectangular Sandpaper (2x4/2x5),1.0,1,2,3,Sheets,Pack,Richelieu,$0.00,$0.00,Wall Bin H4,MM/DD/YYYY,MM/DD/YYYY,,,,,No,,,,,,,"{""sizes"": [""2x4 inches"", ""2x5 inches""], ""backing"": ""Paper"", ""attachment"": ""Adhesive back"", ""material"": ""Aluminum oxide"", ""application"": [""Detail sanders"", ""Hand sanding""]}"
TCS-SHOP-DUST-01,Shop Supplies,YUEERIO 709563 Upgraded Dust Collection Bag for JET,0.0,1,2,3,Dust Collection,Pack,YUEERIO,$26.99,$0.00,Wall Bin K1,02/26/2025,MM/DD/YYYY,,,,,No,Yes,,"Heavy Duty Clear Bags for DC-1100VX DC-1200VX 19.5""",,,https://www.amazon.com/s?k=YUEERIO+709563+dust+collection+bag,"{""compatibility"": [""JET DC-1100VX"", ""JET DC-1200VX""], ""material"": ""Heavy duty clear plastic"", ""diameter"": {""value"": 19.5, ""unit"": ""inches""}, ""type"": ""Dust collection bags"", ""features"": [""Clear for visibility"", ""Heavy duty construction""], ""application"": ""Fine dust collection""}"
TCS-SHOP-DUST-02,Shop Supplies,Felder AF22 Dust Collection Bags,0.0,1,2,3,Dust Collection,Pack,Felder,$0.00,$0.00,Wall Bin K2,MM/DD/YYYY,MM/DD/YYYY,,,,,No,,,,,,,"{""compatibility"": [""Felder AF22 dust collectors""], ""material"": ""Filter fabric"", ""type"": ""Replacement dust bags"", ""filtration"": ""Fine particle capture"", ""application"": ""Woodworking dust collection""}"
TCS-SHOP-DUST-03,Shop Supplies,Floor Unit Dust Collection Bags,12.0,1,2,3,Dust Collection,Pack,Amazon,$0.00,$0.00,Wall Bin K3,MM/DD/YYYY,MM/DD/YYYY,,,,,No,,,,,,,"{""compatibility"": ""Floor standing dust collectors"", ""material"": ""Filter fabric"", ""type"": ""Replacement dust bags"", ""application"": ""General woodworking cleanup""}"
TCS-TOOL-BIT-01,Tools,Kreg Jig Drill Bits,0.0,1,1,2,Drill Bits,Each,Kreg,$0.00,$0.00,Wall Bin K4,MM/DD/YYYY,MM/DD/YYYY,KPHA300,,,,No,Yes,,These break and need replacement,,,,"{""product_number"": ""KPHA300"", ""name"": ""Kreg Jig Drill Bits"", ""supplier"": ""Kreg"", ""diameter"": {""value"": 0.375, ""unit"": ""inches""}, ""cutting_height"": null, ""shank_diameter"": {""value"": 0.25, ""unit"": ""inches""}, ""overall_length"": {""value"": 6, ""unit"": ""inches""}, ""flutes"": null, ""material"": ""High-speed steel"", ""coating"": {""type"": null, ""hardness"": null}, ""rpm_range"": {""min"": null, ""max"": null}, ""feed_rate"": null, ""compatible_materials"": [""Wood"", ""Plywood"", ""MDF""]}"
TCS-TOOL-CAL-01,Tools,Calipers,1.0,1,1,1,Measurement,Each,TBD,$0.00,$0.00,CNC Drawer 1,N/A,MM/DD/YYYY,,,,,No,,,Not consumable,,,,"{""type"": ""Digital calipers"", ""measurement_type"": [""Inside"", ""Outside"", ""Depth"", ""Step""], ""accuracy"": {""value"": 0.001, ""unit"": ""inches""}, ""range"": {""value"": 6, ""unit"": ""inches""}, ""display"": ""Digital LCD"", ""battery"": ""Included"", ""consumable"": false}"
TCS-TOOL-COLL-01,Tools,Collets,0.0,1,1,1,CNC Parts,Set,TBD,$0.00,$0.00,CNC Area,N/A,MM/DD/YYYY,,,,,No,,,Not consumable,,,,"{""type"": ""CNC collet set"", ""compatibility"": ""CNC routers"", ""sizes"": [""1/8\"""", ""1/4\"""", ""3/8\"""", ""1/2\""""], ""material"": ""Steel"", ""precision"": ""High accuracy"", ""consumable"": false}"
TCS-TOOL-ROUTE-01,Tools,Rabbit Router Bits (Various),0.0,1,1,1,Router Bits,Each,Various,$0.00,$0.00,Router Bit Cabinet,MM/DD/YYYY,MM/DD/YYYY,,,,,No,Yes,,"Job specific, track for reference",,,,"{""product_number"": null, ""name"": ""Rabbit Router Bits (Various)"", ""supplier"": ""Various"", ""diameter"": {""value"": null, ""unit"": ""inches""}, ""cutting_height"": {""value"": 0.5, ""unit"": ""inches""}, ""shank_diameter"": {""value"": 0.25, ""unit"": ""inches""}, ""overall_length"": null, ""flutes"": 2, ""material"": ""Carbide tipped"", ""coating"": {""type"": null, ""hardness"": null}, ""rpm_range"": {""min"": null, ""max"": null}, ""feed_rate"": null, ""compatible_materials"": [""Wood"", ""Plywood"", ""MDF""]}"
